LP13-A01 실제 진단 1회. exit1,36840ms. HTTP4003ms timeout. 정상 종료 확인 실패·root 보존, generic 사후진단 미실행.

개별 HTTP 실행 결과(전체 앱 PASS와 별개)
제목 | 수행내용 | 결과(pass/fail)
HTTP-388 | DELETE tap, timeline=해당없음, status=200, 8ms, ok | pass
[http-timing] {"sequence":1,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":3,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":2,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":1,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":3,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":1,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":4,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":1,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":5,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":1,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":6,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":1,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":7,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":1,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":8,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":1,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":9,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":0,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":10,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":1,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":11,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":0,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":12,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":0,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":13,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":0,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":14,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":0,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":15,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":0,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":16,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":null,"headerElapsedMs":null,"bodyElapsedMs":null,"totalElapsedMs":0,"bytes":0,"phase":"header","outcome":"error"}
[http-timing] {"sequence":17,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"health","status":200,"headerElapsedMs":5,"bodyElapsedMs":1,"totalElapsedMs":6,"bytes":15,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":18,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"ice","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":222,"phase":"complete","outcome":"ok"}
[pass] S11-CI09 product-1 healthy isolated ICE
[http-timing] {"sequence":19,"timelineOrdinal":null,"processOrdinal":1,"method":"POST","routeClass":"source","status":201,"headerElapsedMs":76,"bodyElapsedMs":0,"totalElapsedMs":76,"bytes":428,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":20,"timelineOrdinal":null,"processOrdinal":1,"method":"POST","routeClass":"tap-create","status":200,"headerElapsedMs":41,"bodyElapsedMs":0,"totalElapsedMs":41,"bytes":1187,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":21,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":22,"bodyElapsedMs":0,"totalElapsedMs":22,"bytes":4030,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":22,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":5972,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":23,"timelineOrdinal":1,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":24,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":5972,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":25,"timelineOrdinal":2,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":26,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":6154,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":27,"timelineOrdinal":3,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":28,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":6281,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":29,"timelineOrdinal":4,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":30,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":6418,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":31,"timelineOrdinal":5,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":32,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":6548,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":33,"timelineOrdinal":6,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":34,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":6542,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":35,"timelineOrdinal":7,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":36,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":6676,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":37,"timelineOrdinal":8,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":38,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":6810,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":39,"timelineOrdinal":9,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":40,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":6947,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":41,"timelineOrdinal":10,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":42,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":2,"bodyElapsedMs":0,"totalElapsedMs":2,"bytes":7086,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":43,"timelineOrdinal":11,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":44,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":7086,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":45,"timelineOrdinal":12,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":46,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":7226,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":47,"timelineOrdinal":13,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":48,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":7365,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":49,"timelineOrdinal":14,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":50,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":7495,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":51,"timelineOrdinal":15,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":52,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":6,"bodyElapsedMs":0,"totalElapsedMs":6,"bytes":7632,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":53,"timelineOrdinal":16,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":54,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":7629,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":55,"timelineOrdinal":17,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":56,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":7759,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":57,"timelineOrdinal":18,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":58,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":7896,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":59,"timelineOrdinal":19,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":60,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8032,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":61,"timelineOrdinal":20,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":62,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":4,"bodyElapsedMs":0,"totalElapsedMs":4,"bytes":8166,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":63,"timelineOrdinal":21,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":64,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8172,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":65,"timelineOrdinal":22,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":66,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8299,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":67,"timelineOrdinal":23,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":68,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8428,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":69,"timelineOrdinal":24,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":70,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8428,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":71,"timelineOrdinal":25,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":72,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8569,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":73,"timelineOrdinal":26,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":74,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8708,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":75,"timelineOrdinal":27,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":76,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8844,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":77,"timelineOrdinal":28,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":78,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8978,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":79,"timelineOrdinal":29,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":80,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":8978,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":81,"timelineOrdinal":30,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":82,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":9115,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":83,"timelineOrdinal":31,"processOrdinal":1,"method":"GET","routeClass":"timeline","status":200,"headerElapsedMs":0,"bodyElapsedMs":0,"totalElapsedMs":0,"bytes":82,"phase":"complete","outcome":"ok"}
[http-timing] {"sequence":84,"timelineOrdinal":null,"processOrdinal":1,"method":"GET","routeClass":"tap","status":200,"headerElapsedMs":1,"bodyElapsedMs":0,"totalElapsedMs":1,"bytes":9248,"phase":"complete","outcome":"ok"}
